timestamp,open,high,low,close,volume
2024-11-19 00:00:00,0.0844773160688029,0.0844773160688029,0.0844773160688029,0.0844773160688029,4.7964
2024-11-19 00:30:00,0.0844773160688029,0.0844773160688029,0.0839526949990226,0.0839526949990226,3.69891939014
2024-11-19 00:45:00,0.0839526949990226,0.084414607158319,0.0839526949990226,0.084414607158319,25.3999025784
2024-11-19 01:00:00,0.084414607158319,0.0846479711257797,0.0840295174966673,0.0840295174966673,727.51764513945
2024-11-19 01:15:00,0.0840295174966673,0.0840295174966673,0.0839154207381849,0.0839154207381849,9.85886689723
2024-11-19 01:30:00,0.0839154207381849,0.0839154207381849,0.0835187766373321,0.0835187766373321,1301.57265698072
2024-11-19 01:45:00,0.0835187766373321,0.0835187766373321,0.083437522668934,0.083437522668934,91.5957587798
2024-11-19 02:00:00,0.083437522668934,0.083437522668934,0.0833464546673565,0.0833464546673565,14.69165317488
2024-11-19 02:15:00,0.0833464546673565,0.0838614012758976,0.0833464546673565,0.0838614012758976,254.18869054611
2024-11-19 02:30:00,0.0838614012758976,0.0843315009860467,0.0834782542569791,0.0843315009860467,1384.3058296427
2024-11-19 03:15:00,0.0843315009860467,0.0855827467888158,0.0843315009860467,0.0855827467888158,262.7774345257
2024-11-19 04:00:00,0.0855827467888158,0.0855827467888158,0.0836182701528199,0.0836182701528199,2402.23601192687
2024-11-19 04:15:00,0.0836182701528199,0.0836182701528199,0.0831910227210913,0.0831910227210913,1175.09460181435
2024-11-19 04:30:00,0.0831910227210913,0.0831950551240967,0.0831910227210913,0.0831950551240967,88.22689264128
2024-11-19 04:45:00,0.0831950551240967,0.0836004229884408,0.0828216601342668,0.0828216601342668,629.42802637968
2024-11-19 05:15:00,0.0828216601342668,0.0831367797118263,0.0826863543404766,0.0826863543404766,1717.49630052198
2024-11-19 05:30:00,0.0826863543404766,0.0829905269008134,0.0826856998743323,0.0829905269008134,339.39092710984
2024-11-19 05:45:00,0.0829905269008134,0.0835564400960017,0.0829649100056237,0.0829649100056237,1823.02231173877
2024-11-19 06:00:00,0.0829649100056237,0.0829649100056237,0.0824995717078756,0.0825287169113936,278.5543781
2024-11-19 06:15:00,0.0825287169113936,0.0826331995083,0.0825287169113936,0.0826331995083,47.53960193808
2024-11-19 06:30:00,0.0826331995083,0.082742589216689,0.0826230551168778,0.0826230551168778,295.00271053903
